team,intelligence,distance,flags,x,dx,selected
0,250,199,80,212,1,1
0,250,199,80,213,-1,1
0,250,199,80,213,0,1
0,250,199,80,213,1,1
0,250,199,80,214,-1,1
0,250,199,80,214,0,1
0,250,199,80,214,1,1
0,250,200,0,212,-1,1
0,250,200,0,212,0,1
0,250,200,0,212,1,1
0,250,200,0,213,-1,1
0,250,200,0,213,0,1
0,250,200,0,213,1,1
0,250,200,0,214,-1,1
0,250,200,0,214,0,1
0,250,200,0,214,1,1
0,250,200,16,212,-1,1
0,250,200,16,212,0,1
0,250,200,16,212,1,1
0,250,200,16,213,-1,1
0,250,200,16,213,0,1
0,250,200,16,213,1,1
0,250,200,16,214,-1,1
0,250,200,16,214,0,1
0,250,200,16,214,1,1
0,250,200,64,212,-1,1
0,250,200,64,212,0,1
0,250,200,64,212,1,1
0,250,200,64,213,-1,1
0,250,200,64,213,0,1
0,250,200,64,213,1,1
0,250,200,64,214,-1,1
0,250,200,64,214,0,1
0,250,200,64,214,1,1
0,250,200,80,212,-1,1
0,250,200,80,212,0,1
0,250,200,80,212,1,1
0,250,200,80,213,-1,1
0,250,200,80,213,0,1
0,250,200,80,213,1,1
0,250,200,80,214,-1,1
0,250,200,80,214,0,1
0,250,200,80,214,1,1
0,250,499,0,212,-1,1
0,250,499,0,212,0,1
0,250,499,0,212,1,1
0,250,499,0,213,-1,1
0,250,499,0,213,0,1
0,250,499,0,213,1,1
0,250,499,0,214,-1,1
0,250,499,0,214,0,1
0,250,499,0,214,1,1
0,250,499,16,212,-1,1
0,250,499,16,212,0,1
0,250,499,16,212,1,1
0,250,499,16,213,-1,1
0,250,499,16,213,0,1
0,250,499,16,213,1,1
0,250,499,16,214,-1,1
0,250,499,16,214,0,1
0,250,499,16,214,1,1
0,250,499,64,212,-1,1
0,250,499,64,212,0,1
0,250,499,64,212,1,1
0,250,499,64,213,-1,1
0,250,499,64,213,0,1
0,250,499,64,213,1,1
0,250,499,64,214,-1,1
0,250,499,64,214,0,1
0,250,499,64,214,1,1
0,250,499,80,212,-1,1
0,250,499,80,212,0,1
0,250,499,80,212,1,1
0,250,499,80,213,-1,1
0,250,499,80,213,0,1
0,250,499,80,213,1,1
0,250,499,80,214,-1,1
0,250,499,80,214,0,1
0,250,499,80,214,1,1
0,250,500,0,212,-1,1
0,250,500,0,212,0,1
0,250,500,0,212,1,1
0,250,500,0,213,-1,1
0,250,500,0,213,0,1
0,250,500,0,213,1,1
0,250,500,0,214,-1,1
0,250,500,0,214,0,1
0,250,500,0,214,1,1
0,250,500,16,212,-1,1
0,250,500,16,212,0,1
0,250,500,16,212,1,1
0,250,500,16,213,-1,1
0,250,500,16,213,0,1
0,250,500,16,213,1,1
0,250,500,16,214,-1,1
0,250,500,16,214,0,1
0,250,500,16,214,1,1
0,250,500,64,212,-1,1
0,250,500,64,212,0,1
0,250,500,64,212,1,1
0,250,500,64,213,-1,1
0,250,500,64,213,0,1
0,250,500,64,213,1,1
0,250,500,64,214,-1,1
0,250,500,64,214,0,1
0,250,500,64,214,1,1
0,250,500,80,212,-1,1
0,250,500,80,212,0,1
0,250,500,80,212,1,1
0,250,500,80,213,-1,1
0,250,500,80,213,0,1
0,250,500,80,213,1,1
0,250,500,80,214,-1,1
0,250,500,80,214,0,1
0,250,500,80,214,1,1
1,100,0,0,212,-1,0
1,100,0,0,212,0,0
1,100,0,0,212,1,0
1,100,0,0,213,-1,0
1,100,0,0,213,0,0
1,100,0,0,213,1,1
1,100,0,0,214,-1,0
1,100,0,0,214,0,1
1,100,0,0,214,1,1
1,100,0,16,212,-1,1
1,100,0,16,212,0,1
1,100,0,16,212,1,1
1,100,0,16,213,-1,1
1,100,0,16,213,0,1
1,100,0,16,213,1,1
1,100,0,16,214,-1,1
1,100,0,16,214,0,1
1,100,0,16,214,1,1
1,100,0,64,212,-1,1
1,100,0,64,212,0,1
1,100,0,64,212,1,1
1,100,0,64,213,-1,1
1,100,0,64,213,0,1
1,100,0,64,213,1,1
1,100,0,64,214,-1,1
1,100,0,64,214,0,1
1,100,0,64,214,1,1
1,100,0,80,212,-1,1
1,100,0,80,212,0,1
1,100,0,80,212,1,1
1,100,0,80,213,-1,1
1,100,0,80,213,0,1
1,100,0,80,213,1,1
1,100,0,80,214,-1,1
1,100,0,80,214,0,1
1,100,0,80,214,1,1
1,100,199,0,212,-1,0
1,100,199,0,212,0,0
1,100,199,0,212,1,0
1,100,199,0,213,-1,0
1,100,199,0,213,0,0
1,100,199,0,213,1,1
1,100,199,0,214,-1,0
1,100,199,0,214,0,1
1,100,199,0,214,1,1
1,100,199,16,212,-1,1
1,100,199,16,212,0,1
1,100,199,16,212,1,1
1,100,199,16,213,-1,1
1,100,199,16,213,0,1
1,100,199,16,213,1,1
1,100,199,16,214,-1,1
1,100,199,16,214,0,1
1,100,199,16,214,1,1
1,100,199,64,212,-1,1
1,100,199,64,212,0,1
1,100,199,64,212,1,1
1,100,199,64,213,-1,1
1,100,199,64,213,0,1
1,100,199,64,213,1,1
1,100,199,64,214,-1,1
1,100,199,64,214,0,1
1,100,199,64,214,1,1
1,100,199,80,212,-1,1
1,100,199,80,212,0,1
1,100,199,80,212,1,1
1,100,199,80,213,-1,1
1,100,199,80,213,0,1
1,100,199,80,213,1,1
1,100,199,80,214,-1,1
1,100,199,80,214,0,1
1,100,199,80,214,1,1
1,100,200,0,212,-1,1
1,100,200,0,212,0,1
1,100,200,0,212,1,1
1,100,200,0,213,-1,1
1,100,200,0,213,0,1
1,100,200,0,213,1,1
1,100,200,0,214,-1,1
1,100,200,0,214,0,1
1,100,200,0,214,1,1
1,100,200,16,212,-1,1
1,100,200,16,212,0,1
1,100,200,16,212,1,1
1,100,200,16,213,-1,1
1,100,200,16,213,0,1
1,100,200,16,213,1,1
1,100,200,16,214,-1,1
1,100,200,16,214,0,1
1,100,200,16,214,1,1
1,100,200,64,212,-1,1
1,100,200,64,212,0,1
1,100,200,64,212,1,1
1,100,200,64,213,-1,1
1,100,200,64,213,0,1
1,100,200,64,213,1,1
1,100,200,64,214,-1,1
1,100,200,64,214,0,1
1,100,200,64,214,1,1
1,100,200,80,212,-1,1
1,100,200,80,212,0,1
1,100,200,80,212,1,1
1,100,200,80,213,-1,1
1,100,200,80,213,0,1
1,100,200,80,213,1,1
1,100,200,80,214,-1,1
1,100,200,80,214,0,1
1,100,200,80,214,1,1
1,100,499,0,212,-1,1
1,100,499,0,212,0,1
1,100,499,0,212,1,1
1,100,499,0,213,-1,1
1,100,499,0,213,0,1
1,100,499,0,213,1,1
1,100,499,0,214,-1,1
1,100,499,0,214,0,1
1,100,499,0,214,1,1
1,100,499,16,212,-1,1
1,100,499,16,212,0,1
1,100,499,16,212,1,1
1,100,499,16,213,-1,1
1,100,499,16,213,0,1
1,100,499,16,213,1,1
1,100,499,16,214,-1,1
1,100,499,16,214,0,1
1,100,499,16,214,1,1
1,100,499,64,212,-1,1
1,100,499,64,212,0,1
1,100,499,64,212,1,1
1,100,499,64,213,-1,1
1,100,499,64,213,0,1
1,100,499,64,213,1,1
1,100,499,64,214,-1,1
1,100,499,64,214,0,1
1,100,499,64,214,1,1
1,100,499,80,212,-1,1
1,100,499,80,212,0,1
1,100,499,80,212,1,1
1,100,499,80,213,-1,1
1,100,499,80,213,0,1
1,100,499,80,213,1,1
1,100,499,80,214,-1,1
1,100,499,80,214,0,1
1,100,499,80,214,1,1
1,100,500,0,212,-1,1
1,100,500,0,212,0,1
1,100,500,0,212,1,1
1,100,500,0,213,-1,1
1,100,500,0,213,0,1
1,100,500,0,213,1,1
1,100,500,0,214,-1,1
1,100,500,0,214,0,1
1,100,500,0,214,1,1
1,100,500,16,212,-1,1
1,100,500,16,212,0,1
1,100,500,16,212,1,1
1,100,500,16,213,-1,1
1,100,500,16,213,0,1
1,100,500,16,213,1,1
1,100,500,16,214,-1,1
1,100,500,16,214,0,1
1,100,500,16,214,1,1
1,100,500,64,212,-1,1
1,100,500,64,212,0,1
1,100,500,64,212,1,1
1,100,500,64,213,-1,1
1,100,500,64,213,0,1
1,100,500,64,213,1,1
1,100,500,64,214,-1,1
1,100,500,64,214,0,1
1,100,500,64,214,1,1
1,100,500,80,212,-1,1
1,100,500,80,212,0,1
1,100,500,80,212,1,1
1,100,500,80,213,-1,1
1,100,500,80,213,0,1
1,100,500,80,213,1,1
1,100,500,80,214,-1,1
1,100,500,80,214,0,1
1,100,500,80,214,1,1
1,200,0,0,212,-1,0
1,200,0,0,212,0,0
1,200,0,0,212,1,1
1,200,0,0,213,-1,0
1,200,0,0,213,0,0
1,200,0,0,213,1,1
1,200,0,0,214,-1,0
1,200,0,0,214,0,1
1,200,0,0,214,1,1
1,200,0,16,212,-1,1
1,200,0,16,212,0,1
1,200,0,16,212,1,1
1,200,0,16,213,-1,1
1,200,0,16,213,0,1
1,200,0,16,213,1,1
1,200,0,16,214,-1,1
1,200,0,16,214,0,1
1,200,0,16,214,1,1
1,200,0,64,212,-1,1
1,200,0,64,212,0,1
1,200,0,64,212,1,1
1,200,0,64,213,-1,1
1,200,0,64,213,0,1
1,200,0,64,213,1,1
1,200,0,64,214,-1,1
1,200,0,64,214,0,1
1,200,0,64,214,1,1
1,200,0,80,212,-1,1
1,200,0,80,212,0,1
1,200,0,80,212,1,1
1,200,0,80,213,-1,1
1,200,0,80,213,0,1
1,200,0,80,213,1,1
1,200,0,80,214,-1,1
1,200,0,80,214,0,1
1,200,0,80,214,1,1
1,200,199,0,212,-1,0
1,200,199,0,212,0,0
1,200,199,0,212,1,1
1,200,199,0,213,-1,0
1,200,199,0,213,0,0
1,200,199,0,213,1,1
1,200,199,0,214,-1,0
1,200,199,0,214,0,1
1,200,199,0,214,1,1
1,200,199,16,212,-1,1
1,200,199,16,212,0,1
1,200,199,16,212,1,1
1,200,199,16,213,-1,1
1,200,199,16,213,0,1
1,200,199,16,213,1,1
1,200,199,16,214,-1,1
1,200,199,16,214,0,1
1,200,199,16,214,1,1
1,200,199,64,212,-1,1
1,200,199,64,212,0,1
1,200,199,64,212,1,1
1,200,199,64,213,-1,1
1,200,199,64,213,0,1
1,200,199,64,213,1,1
1,200,199,64,214,-1,1
1,200,199,64,214,0,1
1,200,199,64,214,1,1
1,200,199,80,212,-1,1
1,200,199,80,212,0,1
1,200,199,80,212,1,1
1,200,199,80,213,-1,1
1,200,199,80,213,0,1
1,200,199,80,213,1,1
1,200,199,80,214,-1,1
1,200,199,80,214,0,1
1,200,199,80,214,1,1
1,200,200,0,212,-1,1
1,200,200,0,212,0,1
1,200,200,0,212,1,1
1,200,200,0,213,-1,1
1,200,200,0,213,0,1
1,200,200,0,213,1,1
1,200,200,0,214,-1,1
1,200,200,0,214,0,1
1,200,200,0,214,1,1
1,200,200,16,212,-1,1
1,200,200,16,212,0,1
1,200,200,16,212,1,1
1,200,200,16,213,-1,1
1,200,200,16,213,0,1
1,200,200,16,213,1,1
1,200,200,16,214,-1,1
1,200,200,16,214,0,1
1,200,200,16,214,1,1
1,200,200,64,212,-1,1
1,200,200,64,212,0,1
1,200,200,64,212,1,1
1,200,200,64,213,-1,1
1,200,200,64,213,0,1
1,200,200,64,213,1,1
1,200,200,64,214,-1,1
1,200,200,64,214,0,1
1,200,200,64,214,1,1
1,200,200,80,212,-1,1
1,200,200,80,212,0,1
1,200,200,80,212,1,1
1,200,200,80,213,-1,1
1,200,200,80,213,0,1
1,200,200,80,213,1,1
1,200,200,80,214,-1,1
1,200,200,80,214,0,1
1,200,200,80,214,1,1
1,200,499,0,212,-1,1
1,200,499,0,212,0,1
1,200,499,0,212,1,1
1,200,499,0,213,-1,1
1,200,499,0,213,0,1
1,200,499,0,213,1,1
1,200,499,0,214,-1,1
1,200,499,0,214,0,1
1,200,499,0,214,1,1
1,200,499,16,212,-1,1
1,200,499,16,212,0,1
1,200,499,16,212,1,1
1,200,499,16,213,-1,1
1,200,499,16,213,0,1
1,200,499,16,213,1,1
1,200,499,16,214,-1,1
1,200,499,16,214,0,1
1,200,499,16,214,1,1
1,200,499,64,212,-1,1
1,200,499,64,212,0,1
1,200,499,64,212,1,1
1,200,499,64,213,-1,1
1,200,499,64,213,0,1
1,200,499,64,213,1,1
1,200,499,64,214,-1,1
1,200,499,64,214,0,1
1,200,499,64,214,1,1
1,200,499,80,212,-1,1
1,200,499,80,212,0,1
1,200,499,80,212,1,1
1,200,499,80,213,-1,1
1,200,499,80,213,0,1
1,200,499,80,213,1,1
1,200,499,80,214,-1,1
1,200,499,80,214,0,1
1,200,499,80,214,1,1
1,200,500,0,212,-1,1
1,200,500,0,212,0,1
1,200,500,0,212,1,1
1,200,500,0,213,-1,1
1,200,500,0,213,0,1
1,200,500,0,213,1,1
1,200,500,0,214,-1,1
1,200,500,0,214,0,1
1,200,500,0,214,1,1
1,200,500,16,212,-1,1
1,200,500,16,212,0,1
1,200,500,16,212,1,1
1,200,500,16,213,-1,1
1,200,500,16,213,0,1
1,200,500,16,213,1,1
1,200,500,16,214,-1,1
1,200,500,16,214,0,1
1,200,500,16,214,1,1
1,200,500,64,212,-1,1
1,200,500,64,212,0,1
1,200,500,64,212,1,1
1,200,500,64,213,-1,1
1,200,500,64,213,0,1
1,200,500,64,213,1,1
1,200,500,64,214,-1,1
1,200,500,64,214,0,1
1,200,500,64,214,1,1
1,200,500,80,212,-1,1
1,200,500,80,212,0,1
1,200,500,80,212,1,1
1,200,500,80,213,-1,1
1,200,500,80,213,0,1
1,200,500,80,213,1,1
1,200,500,80,214,-1,1
1,200,500,80,214,0,1
1,200,500,80,214,1,1
1,250,0,0,212,-1,0
1,250,0,0,212,0,0
1,250,0,0,212,1,1
1,250,0,0,213,-1,0
1,250,0,0,213,0,0
1,250,0,0,213,1,1
1,250,0,0,214,-1,0
1,250,0,0,214,0,1
1,250,0,0,214,1,1
1,250,0,16,212,-1,1
1,250,0,16,212,0,1
1,250,0,16,212,1,1
1,250,0,16,213,-1,1
1,250,0,16,213,0,1
1,250,0,16,213,1,1
1,250,0,16,214,-1,1
1,250,0,16,214,0,1
1,250,0,16,214,1,1
1,250,0,64,212,-1,1
1,250,0,64,212,0,1
1,250,0,64,212,1,1
1,250,0,64,213,-1,1
1,250,0,64,213,0,1
1,250,0,64,213,1,1
1,250,0,64,214,-1,1
1,250,0,64,214,0,1
1,250,0,64,214,1,1
1,250,0,80,212,-1,1
1,250,0,80,212,0,1
1,250,0,80,212,1,1
1,250,0,80,213,-1,1
1,250,0,80,213,0,1
1,250,0,80,213,1,1
1,250,0,80,214,-1,1
1,250,0,80,214,0,1
1,250,0,80,214,1,1
1,250,199,0,212,-1,0
1,250,199,0,212,0,0
1,250,199,0,212,1,1
1,250,199,0,213,-1,0
1,250,199,0,213,0,0
1,250,199,0,213,1,1
1,250,199,0,214,-1,0
1,250,199,0,214,0,1
1,250,199,0,214,1,1
1,250,199,16,212,-1,1
1,250,199,16,212,0,1
1,250,199,16,212,1,1
1,250,199,16,213,-1,1
1,250,199,16,213,0,1
1,250,199,16,213,1,1
1,250,199,16,214,-1,1
1,250,199,16,214,0,1
1,250,199,16,214,1,1
1,250,199,64,212,-1,1
1,250,199,64,212,0,1
1,250,199,64,212,1,1
1,250,199,64,213,-1,1
1,250,199,64,213,0,1
1,250,199,64,213,1,1
1,250,199,64,214,-1,1
1,250,199,64,214,0,1
1,250,199,64,214,1,1
1,250,199,80,212,-1,1
1,250,199,80,212,0,1
1,250,199,80,212,1,1
1,250,199,80,213,-1,1
1,250,199,80,213,0,1
1,250,199,80,213,1,1
1,250,199,80,214,-1,1
1,250,199,80,214,0,1
1,250,199,80,214,1,1
1,250,200,0,212,-1,1
